cancer_type,model,f1,mean_prob,n_samples,n_valid
Mastocytosis,gpt-4o,1.0,0.8699999999999999,11,11
Mastocytosis,medgemma,0.9,0.9499999999999997,11,11
Mastocytosis,qwen3,0.9523809523809523,0.9618181818181817,11,11
Mastocytosis,claude-sonnet-37,1.0,0.9054545454545455,11,11
Mastocytosis,claude-sonnet-45,0.9473684210526315,0.8227272727272728,11,11
Mastocytosis,claude-opus-45,1.0,0.838181818181818,11,11
Mastocytosis,deepseek,0.9523809523809523,0.9409090909090907,11,11
Mastocytosis,deepseek-r1,1.0,0.8218181818181818,11,11
Mastocytosis,qwen3-vl-235b-a22b,1.0,0.8645454545454545,11,11
Mastocytosis,AlphaMissense,1.0,0.9817727272727272,11,11
CNS Cancer,gpt-5,0.9411764705882353,0.7981818181818181,11,11
CNS Cancer,o3-mini,1.0,0.8718181818181818,11,11
CNS Cancer,gpt-4o,0.7142857142857143,0.7863636363636363,11,11
CNS Cancer,medgemma,0.8,0.9318181818181817,11,11
CNS Cancer,qwen3,0.9,0.9390909090909091,11,11
CNS Cancer,claude-sonnet-37,1.0,0.8599999999999999,11,11
CNS Cancer,claude-sonnet-45,0.8,0.6445454545454544,11,11
CNS Cancer,claude-opus-45,1.0,0.7663636363636364,11,11
CNS Cancer,deepseek,0.9,0.8863636363636364,11,11
CNS Cancer,deepseek-r1,0.9473684210526315,0.8281818181818182,11,11
CNS Cancer,qwen3-vl-235b-a22b,0.8888888888888888,0.7554545454545455,11,11
CNS Cancer,AlphaMissense,0.9411764705882353,0.9301545454545455,11,11
Sex Cord Stromal Tumor,gpt-5,0.9333333333333333,0.8800000000000001,10,10
Sex Cord Stromal Tumor,o3-mini,1.0,0.8089999999999999,10,10
Sex Cord Stromal Tumor,gpt-4o,1.0,0.8469999999999999,10,10
Sex Cord Stromal Tumor,medgemma,0.9333333333333333,0.9399999999999998,10,10
Sex Cord Stromal Tumor,qwen3,0.8888888888888888,0.9480000000000001,10,10
Sex Cord Stromal Tumor,claude-sonnet-37,0.9333333333333333,0.808,10,10
Sex Cord Stromal Tumor,claude-sonnet-45,1.0,0.7729999999999999,10,10
Sex Cord Stromal Tumor,claude-opus-45,0.9333333333333333,0.754,10,10
Sex Cord Stromal Tumor,deepseek,0.8888888888888888,0.9499999999999998,10,10
Sex Cord Stromal Tumor,deepseek-r1,1.0,0.8019999999999999,10,10
Sex Cord Stromal Tumor,qwen3-vl-235b-a22b,0.9333333333333333,0.6769999999999999,10,10
Sex Cord Stromal Tumor,AlphaMissense,1.0,0.9514700000000001,10,10
"Peritoneal Cancer, NOS",gpt-5,1.0,0.9039999999999999,10,10
"Peritoneal Cancer, NOS",o3-mini,0.875,0.8779999999999999,10,10
"Peritoneal Cancer, NOS",gpt-4o,0.9333333333333333,0.849,10,10
"Peritoneal Cancer, NOS",medgemma,0.875,0.9499999999999998,10,10
"Peritoneal Cancer, NOS",qwen3,0.8235294117647058,0.9559999999999998,10,10
"Peritoneal Cancer, NOS",claude-sonnet-37,1.0,0.8640000000000001,10,10
"Peritoneal Cancer, NOS",claude-sonnet-45,0.875,0.8530000000000001,10,10
"Peritoneal Cancer, NOS",claude-opus-45,1.0,0.738,10,10
"Peritoneal Cancer, NOS",deepseek,0.8235294117647058,0.9199999999999997,10,10
"Peritoneal Cancer, NOS",deepseek-r1,0.875,0.8150000000000001,10,10
"Peritoneal Cancer, NOS",qwen3-vl-235b-a22b,0.8235294117647058,0.932,10,10
"Peritoneal Cancer, NOS",AlphaMissense,0.9333333333333333,0.93536,10,10
