cancer_type,model,accuracy,mean_prob,n_samples,n_valid
CNS Cancer,claude-sonnet-45,72.72727272727273,0.6445454545454544,11,11
CNS Cancer,claude-opus-45,100.0,0.7663636363636364,11,11
CNS Cancer,deepseek,81.81818181818183,0.8863636363636364,11,11
CNS Cancer,deepseek-r1,90.9090909090909,0.8281818181818182,11,11
CNS Cancer,qwen3-vl-235b-a22b,81.81818181818183,0.7554545454545455,11,11
CNS Cancer,AlphaMissense,90.9090909090909,0.9301545454545455,11,11
Sex Cord Stromal Tumor,gpt-5,90.0,0.8800000000000001,10,10
Sex Cord Stromal Tumor,o3-mini,100.0,0.8089999999999999,10,10
Sex Cord Stromal Tumor,gpt-4o,100.0,0.8469999999999999,10,10
Sex Cord Stromal Tumor,medgemma,90.0,0.9399999999999998,10,10
Sex Cord Stromal Tumor,qwen3,80.0,0.9480000000000001,10,10
Sex Cord Stromal Tumor,claude-sonnet-37,90.0,0.808,10,10
Sex Cord Stromal Tumor,claude-sonnet-45,100.0,0.7729999999999999,10,10
Sex Cord Stromal Tumor,claude-opus-45,90.0,0.754,10,10
Sex Cord Stromal Tumor,deepseek,80.0,0.9499999999999998,10,10
Sex Cord Stromal Tumor,deepseek-r1,100.0,0.8019999999999999,10,10
Sex Cord Stromal Tumor,qwen3-vl-235b-a22b,90.0,0.6769999999999999,10,10
Sex Cord Stromal Tumor,AlphaMissense,100.0,0.9514700000000001,10,10
"Peritoneal Cancer, NOS",gpt-5,100.0,0.9039999999999999,10,10
"Peritoneal Cancer, NOS",o3-mini,80.0,0.8779999999999999,10,10
"Peritoneal Cancer, NOS",gpt-4o,90.0,0.849,10,10
"Peritoneal Cancer, NOS",medgemma,80.0,0.9499999999999998,10,10
"Peritoneal Cancer, NOS",qwen3,70.0,0.9559999999999998,10,10
"Peritoneal Cancer, NOS",claude-sonnet-37,100.0,0.8640000000000001,10,10
"Peritoneal Cancer, NOS",claude-sonnet-45,80.0,0.8530000000000001,10,10
"Peritoneal Cancer, NOS",claude-opus-45,100.0,0.738,10,10
"Peritoneal Cancer, NOS",deepseek,70.0,0.9199999999999997,10,10
"Peritoneal Cancer, NOS",deepseek-r1,80.0,0.8150000000000001,10,10
"Peritoneal Cancer, NOS",qwen3-vl-235b-a22b,70.0,0.932,10,10
"Peritoneal Cancer, NOS",AlphaMissense,90.0,0.93536,10,10
